file,line,source,interpretation
cpp/ecsp_cpp_solver.cpp,69,"double sigma_min = 1e-4, sigma_max = 0.5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,73,double transition_width = 15.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,74,double phase_relax_time = 0.08;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,75,double latent_heat = 0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,76,double fast_ion_liquid_threshold = 0.1;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,82,double diffusion_layer = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,83,double reaction_layer_min = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,84,double contact_normal_length = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,85,double initial_contact_drop = 5.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,89,double activation_heat_fraction = 1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,90,double exp_limit = 45.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,91,double liquid_kinetics_gain = 40.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,92,double min_active_area = 0.02;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,95,"double Eeq=0, j0=1, alpha=0.5, reverse=1, n=1, km=1e-5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,96,"double dH=0, water_stoich=0, salt_stoich=0, gas_yield=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,97,"double ref_activity=1, nernst_exp=-1;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,101,double activity_floor = 1e-6;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,102,"double activity_A = 0.2, activity_B = 1.0, activity_linear = 0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,103,double max_log10_gamma = 0.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,104,double max_nernst_shift = 0.25;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,108,"double pass_form = 0.02, pass_remove=0.005, pass_jref=1000.0, pass_jexp=1.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,109,"double pass_T0=360.0, pass_Tw=25.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,111,"double gas_cov_form=0.2, gas_cov_detach=1.0, gas_source_ref=100.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,112,double gas_thermal_insulation=0.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,116,"double robin_phi_tol=0.01, robin_current_tol=0.005, robin_balance_tol=0.005;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,117,double robin_relax=0.35;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,118,double robin_balance_abs=1e-12;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,119,"double gauge_margin=25.0, gauge_max_step=65.0, gauge_deriv_floor=1e-14;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,121,double gauge_relax=1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,123,"double local_abs_tol=0.01, local_rel_tol=1e-4;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,127,"double chem_A=5e9, chem_Ea=110000.0, chem_order=1.0, oxidizer_order=0.5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,128,"double oxidizer_consume=0.25, chem_max_rate=50.0, chem_heat=200000.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,129,"double gas_molar_mass=0.03, gas_yield_mass=0.35, chem_activation_T=430.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,132,"double cp=2200.0, k=0.4, T0=298.15, Tamb=298.15, hconv=12.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,133,"double emissivity=0.85, sigma_sb=5.670374419e-8, Tmin=250.0, Tmax=2500.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,134,"double gas_D=3e-6, gas_loss=1.0, gas_max=5000.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,138,"double pcg_rtol_static=1e-10, pcg_rtol_coupled=1e-9, pcg_atol=1e-12;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,139,"double current_floor=1e-15, current_density_floor=1e-12;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,174,"auto legacy_rtol=m.find(""pcg_rtol"");if(legacy_rtol!=m.end()){std::istringstream ss(legacy_rtol->second);double v=0;ss>>v;if(v>0){c.pcg_rtol_static=v;c.pcg_rtol_coupled=v;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,263,"struct Transport {std::vector<double> Dp,Dm,Dw,sigi,sige,sig,waterAct,fast; explicit Transport(size_t N=0):Dp(N),Dm(N),Dw(N),sigi(N),sige(N),sig(N),waterAct(N),fast(N){}};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,264,"struct Electrical {std::vector<double> Ex,Ey,Jx,Jy,Jmag,Jox,Joy,Jdx,Jdy,qj,ionicFrac; explicit Electrical(size_t N=0):Ex(N),Ey(N),Jx(N),Jy(N),Jmag(N),Jox(N),Joy(N),Jdx(N),Jdy(N),qj(N),ionicFrac(N){}};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,268,"double rawA=0,rawC=0,totalI=0,mismatch=0,waterFrac=0,lpFrac=0,utilization=0,maxNernstShift=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,269,"int outerIters=0,gaugeIters=0,linearSolves=0; long long linearIterations=0; double gaugeOffset=0,balanceCombined=0; bool converged=false;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,272,"struct SolverDiag {int iterations=0; double relres=0; bool converged=false; std::string method=""cpp_fp64_pcg_jacobi_surface_contact"";};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,275,"static inline double harmonic(double a,double b){double sum=a+b; return (a>0&&b>0&&sum>0)?2*a*b/sum:0.0;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,276,static inline double sigmoid(double x){ if(x>=0){double e=std::exp(-x);return 1/(1+e);} double e=std::exp(x);return e/(1+e); },C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,279,"double sr=0.0, sc=0.0, count=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,293,"const double norm2=std::max(vr*vr+vc*vc,1e-20);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,294,"const double available=std::max((c.voltage-c.cathode_voltage)-2.0*c.initial_contact_drop,0.1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,297,const double projection=((r-cc.first)*vr+(col-cc.second)*vc)/norm2;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,298,"const double xi=clampd(projection,0.0,1.0);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,314,"const double T=std::max(s.T[i],1.0);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,315,"const double wa=clampd(s.water[i]/std::max(c.water0,1e-12),0,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,319,const double pa=std::exp(-c.Ea_Dp/c.R*(1/T-1/c.Tref));,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,320,const double ma=std::exp(-c.Ea_Dm/c.R*(1/T-1/c.Tref));,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,321,"const double fast=clampd((s.liquid[i]-c.fast_ion_liquid_threshold)/std::max(1-c.fast_ion_liquid_threshold,1e-30),0,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,322,const double phase_gain=1+c.liquid_D_gain*fast;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,323,const double plasticizer=1+c.glycerol_gain*c.glycerol_pva_ratio;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,324,const double crosslink=1/(1+c.crosslink_penalty*c.boric_pva_ratio);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,327,const double Dw=c.Dw0*std::exp(-12000/c.R*(1/T-1/c.Tref))*(1+4*fast);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,328,"const double sigi=c.F*c.F/(c.R*T)*(c.zplus*c.zplus*Dp*std::max(s.cp[i],0.0)+c.zminus*c.zminus*Dm*std::max(s.cm[i],0.0));",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,329,"const double solid=std::max(1-c.sigma_e_liquid_suppression*s.liquid[i],0.01);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,330,const double sige=c.sigma_e0*std::exp(c.sigma_e_temp_coeff*(T-c.T0))*solid;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,355,"for(int r=0;r<n;r++)for(int col=0;col<n-1;col++){size_t a=g.id(r,col),b=g.id(r,col+1);if(g.prop[a]&&g.prop[b]){double dp=harmonic(t.Dp[a],t.Dp[b]),dm=harmonic(t.Dm[a],t.Dm[b]);double j=-c.F*(c.zplus*dp*(s.cp[b]-s.cp[a])/h+c.zminus*dm*(s.cm[b]-s.cm[a])/h);fx[size_t(r)*(n+1)+col+1]=j;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,356,"for(int r=0;r<n-1;r++)for(int col=0;col<n;col++){size_t a=g.id(r,col),b=g.id(r+1,col);if(g.prop[a]&&g.prop[b]){double dp=harmonic(t.Dp[a],t.Dp[b]),dm=harmonic(t.Dm[a],t.Dm[b]);double j=-c.F*(c.zplus*dp*(s.cp[b]-s.cp[a])/h+c.zminus*dm*(s.cm[b]-s.cm[a])/h);fy[size_t(r+1)*n+col]=j;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,374,"const double surface_scale=h*h/std::max(c.layer,1e-30);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,391,"const double ka=std::max(contact->anodeSlope[i],0.0);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,392,"const double kc=std::max(contact->cathodeSlope[i],0.0);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,406,"static void apply_A(const LinearSystem& A,const std::vector<double>& x,std::vector<double>& y){int n=A.n;y.assign(A.N,0);for(int r=1;r<n-1;r++)for(int c=1;c<n-1;c++){size_t i=size_t(r)*n+c;if(!A.active[i])continue;double v=A.diag[i]*x[i];if(A.active[i+1])v-=A.ce[i]*x[i+1];if(A.active[i-1])v-=A.cw[i]*x[i-1];if(A.active[i+n])v-=A.cn[i]*x[i+n];if(A.active[i-n])v-=A.cs[i]*x[i-n];y[i]=v;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,407,"static double dot_active(const LinearSystem&A,const std::vector<double>&a,const std::vector<double>&b){double s0=0,s1=0,s2=0,s3=0;for(size_t i=0;i<A.N;i++)if(A.active[i]){double v=a[i]*b[i];switch(i&3u){case 0:s0+=v;break;case 1:s1+=v;break;case 2:s2+=v;break;default:s3+=v;break;}}return (s0+s1)+(s2+s3);}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,409,"std::vector<double> Ax,r,z,p,Ap;apply_A(A,x,Ax);r.assign(A.N,0);z.assign(A.N,0);p.assign(A.N,0);for(size_t i=0;i<A.N;i++)if(A.active[i]){r[i]=A.b[i]-Ax[i];z[i]=r[i]/A.diag[i];p[i]=z[i];}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,410,"double bnorm=std::sqrt(std::max(dot_active(A,A.b,A.b),0.0)), thr=std::max(relative_tolerance*std::max(bnorm,1.0),c.pcg_atol);double rz=dot_active(A,r,z);SolverDiag d;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,411,"for(int it=0;it<c.pcg_max_iter;it++){double rn=std::sqrt(std::max(dot_active(A,r,r),0.0));if(rn<=thr){d.iterations=it;d.relres=rn/std::max(bnorm,1.0);d.converged=true;return d;}apply_A(A,p,Ap);double pap=dot_active(A,p,Ap);if(!(pap>0)&&std::isfinite(pap))break;if(!std::isfinite(pap)||std::abs(pap)<1e-300)break;double alpha=rz/pap;for(size_t i=0;i<A.N;i++)if(A.active[i]){x[i]+=alpha*p[i];r[i]-=alpha*Ap[i];z[i]=r[i]/A.diag[i];}double rz2=dot_active(A,r,z);if(!std::isfinite(rz2)||rz<=0)break;double beta=rz2/rz;for(size_t i=0;i<A.N;i++)if(A.active[i])p[i]=z[i]+beta*p[i];rz=rz2;d.iterations=it+1;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,412,"apply_A(A,x,Ax);for(size_t i=0;i<A.N;i++)if(A.active[i])r[i]=A.b[i]-Ax[i];double rn=std::sqrt(std::max(dot_active(A,r,r),0.0));d.relres=rn/std::max(bnorm,1.0);d.converged=rn<=thr;return d;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,425,double maxchg=0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,443,"const double bn=std::sqrt(std::max(dot_active(A,A.b,A.b),0.0));",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,444,"const double rn=std::sqrt(std::max(dot_active(A,r,r),0.0));",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,457,"struct ChannelEval {double j=0,dj=0,eta=0,shift=0;};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,458,"static double activity_gamma(double salt,double /*T*/,const Config&c){double I=std::max(salt/1000.0,0.0),sq=std::sqrt(I);double lg=-c.activity_A*sq/std::max(1+c.activity_B*sq,1e-12)+c.activity_linear*I;lg=clampd(lg,-std::abs(c.max_log10_gamma),std::abs(c.max_log10_gamma));return std::pow(10.0,lg);}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,459,"static std::pair<double,double> eeq(const Config::Channel&ch,double activity,double T,const Config&c){double shift=0;if(c.nernst_enabled){double ratio=std::max(activity/std::max(ch.ref_activity,c.activity_floor),c.activity_floor);shift=c.R*T/(ch.n*c.F)*ch.nernst_exp*std::log(ratio);shift=clampd(shift,-std::abs(c.max_nernst_shift),std::abs(c.max_nernst_shift));}return {ch.Eeq+shift,shift};}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,460,"static ChannelEval channel_eval(const Config::Channel&ch,double cf,double conc,double D,double eta,double T,double kinetic,const Config&c){ChannelEval e;e.eta=std::max(eta,0.0);double kf=ch.alpha*ch.n*c.F/(c.R*T),kr=(1-ch.alpha)*ch.n*c.F/(c.R*T);double rf=kf*e.eta,rr=-kr*e.eta;double f=clampd(rf,-c.exp_limit,c.exp_limit),r=clampd(rr,-c.exp_limit,c.exp_limit);double pref=ch.j0*kinetic,ef=std::exp(f),er=std::exp(r);double raw=c.full_bv?pref*(cf*ef-ch.reverse*er):pref*cf*ef;double draw=0;if(raw>0&&e.eta>0){draw=c.full_bv?pref*(cf*ef*kf + ch.reverse*er*kr):pref*cf*ef*kf;}double jk=std::max(raw,0.0);if(c.mass_transfer_saturation){double km=c.derive_km?D/std::max(c.diffusion_layer,1e-30):ch.km;double jl=ch.n*c.F*km*std::max(conc,0.0);if(jl>c.current_density_floor){double inv=1/(1+jk/jl);e.j=jk*inv;e.dj=draw*inv*inv;}else e.j=e.dj=0;}else{e.j=jk;e.dj=draw;}if(!std::isfinite(e.j)||!std::isfinite(e.dj))e.j=e.dj=0;return e;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,463,"static CellContext context_at(size_t i,const State&s,const Transport&t,const Config&c){(void)t;CellContext x{};x.T=std::max(s.T[i],1.0);x.water_factor=clampd(s.water[i]/std::max(c.water0,1e-30),0,1);x.salt_conc=std::min(s.cp[i],s.cm[i]);x.salt_factor=clampd(x.salt_conc/std::max(c.lp0,1e-30),0,1);x.kinetic=1+c.liquid_kinetics_gain*clampd((s.liquid[i]-c.fast_ion_liquid_threshold)/std::max(1-c.fast_ion_liquid_threshold,1e-30),0,1);x.active=clampd((1-s.pass[i])*(1-s.coverage[i]),c.min_active_area,1.0);double wa=std::max(x.water_factor,c.activity_floor),sa=std::max(x.salt_factor*activity_gamma(x.salt_conc,x.T,c),c.activity_floor);auto a=eeq(c.water_a,wa,x.T,c),b=eeq(c.water_c,wa,x.T,c),d=eeq(c.lp_a,sa,x.T,c),e=eeq(c.lp_c,sa,x.T,c);x.eeq_wa=a.first;x.eeq_wc=b.first;x.eeq_la=d.first;x.eeq_lc=e.first;x.shiftmax=std::max({std::abs(a.second),std::abs(b.second),std::abs(d.second),std::abs(e.second)});return x;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,465,"struct LocalFace {double jw=0,jl=0,eta_w=0,eta_l=0,phi_face=0,sensitivity=0;bool ok=true;};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,466,"static LocalFace solve_face(size_t i,bool anode,double phi_cell,double sigma_face,const State&s,const Transport&t,const Config&c,double h){LocalFace out;CellContext x=context_at(i,s,t,c);double maxdrop=anode?std::max(c.voltage-phi_cell,0.0):std::max(phi_cell-c.cathode_voltage,0.0);if(maxdrop<=0){out.phi_face=anode?c.voltage:c.cathode_voltage;return out;}double G=std::max(sigma_face/h,c.sigma_min/h),lo=0,hi=maxdrop,gap=.5*maxdrop;auto eval=[&](double g,double&j,double&dj,double&residual,double&scale,double&ew,double&el){double eta_w=std::max(g-(anode?x.eeq_wa:x.eeq_wc),0.0),eta_l=std::max(g-(anode?x.eeq_la:x.eeq_lc),0.0);ChannelEval w=channel_eval(anode?c.water_a:c.water_c,x.water_factor,s.water[i],t.Dw[i],eta_w,x.T,1.0,c);double D=std::min(t.Dp[i],t.Dm[i]);ChannelEval l=channel_eval(anode?c.lp_a:c.lp_c,x.salt_factor,x.salt_conc,D,eta_l,x.T,x.kinetic,c);j=x.active*(w.j+l.j);dj=x.active*(w.dj+l.dj);double jb=G*std::max(maxdrop-g,0.0);residual=j-jb;scale=std::max({std::abs(j),std::abs(jb),1.0});ew=eta_w;el=eta_l;};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,467,"double j=0,dj=0,sg=0,sc=1,ew=0,el=0;bool ok=false;for(int it=1;it<=c.local_max_iter;it++){eval(gap,j,dj,sg,sc,ew,el);if(it>=c.local_min_iter && std::abs(sg)<=std::min(c.local_abs_tol,c.local_rel_tol*sc)){ok=true;break;}if(sg<0)lo=gap;else hi=gap;gap=.5*(lo+hi);}for(int k=0;k<c.local_newton&&!ok;k++){eval(gap,j,dj,sg,sc,ew,el);double der=dj+G;if(std::isfinite(der)&&der>1e-12){double cand=clampd(gap-sg/der,lo,hi);gap=cand;eval(gap,j,dj,sg,sc,ew,el);if(sg<0)lo=gap;else hi=gap;if(std::abs(sg)<=std::min(c.local_abs_tol,c.local_rel_tol*sc))ok=true;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,468,"eval(gap,j,dj,sg,sc,ew,el);ChannelEval w=channel_eval(anode?c.water_a:c.water_c,x.water_factor,s.water[i],t.Dw[i],ew,x.T,1.0,c);ChannelEval l=channel_eval(anode?c.lp_a:c.lp_c,x.salt_factor,x.salt_conc,std::min(t.Dp[i],t.Dm[i]),el,x.T,x.kinetic,c);out.jw=x.active*w.j;out.jl=x.active*l.j;out.eta_w=ew;out.eta_l=el;out.phi_face=anode?c.voltage-gap:c.cathode_voltage+gap;double ks=x.active*(w.dj+l.dj);double L=std::max(ks,G),sm=std::min(ks,G);out.sensitivity=(L>1e-12)?sm/(1+sm/L):0;out.ok=ok;return out;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,473,double sensitivity=0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,527,"double sum=std::accumulate(s.phi.begin(),s.phi.end(),0.0);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,528,"const double initial=sum/std::max<size_t>(g.N,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,530,"double rmin=1e300,rmax=-1e300;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,549,const double midpoint=.5*(low+high);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,565,"double totalW=0,totalL=0,total=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,606,double previous_current=.5*(boundary.r.rawA+boundary.r.rawC);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,607,"double dphi=1e300,dI=1e300;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,626,const double current=.5*(boundary.r.rawA+boundary.r.rawC);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,659,"static void masked_gradient(const std::vector<double>&f,const Grid&g,double h,std::vector<double>&gx,std::vector<double>&gy){gx.assign(g.N,0);gy.assign(g.N,0);int n=g.n;for(int r=0;r<n;r++)for(int c=0;c<n;c++){size_t i=g.id(r,c);if(!g.prop[i])continue;bool e=c+1<n&&g.prop[i+1],w=c>0&&g.prop[i-1],nn=r+1<n&&g.prop[i+n],ss=r>0&&g.prop[i-n];if(e&&w)gx[i]=(f[i+1]-f[i-1])/(2*h);else if(e)gx[i]=(f[i+1]-f[i])/h;else if(w)gx[i]=(f[i]-f[i-1])/h;if(nn&&ss)gy[i]=(f[i+n]-f[i-n])/(2*h);else if(nn)gy[i]=(f[i+n]-f[i])/h;else if(ss)gy[i]=(f[i]-f[i-n])/h;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
